Repo	ID	Number	User	State	Comments	Created	Response	Updated	Closed
satijalab/seurat	279962872	239	xnaer	closed	1	2017-12-07T01:03:15Z	2017-12-07T07:31:52Z	2017-12-12T23:05:52Z	2017-12-12T23:05:52Z
satijalab/seurat	279375403	238	dburkhardt	closed	3	2017-12-05T13:30:21Z	2018-01-18T14:52:55Z	2018-02-13T15:49:10Z	2018-02-13T15:49:10Z
satijalab/seurat	279167516	236	dhsamp	closed	1	2017-12-04T22:04:59Z	2018-02-13T20:06:03Z	2018-02-13T20:06:04Z	2018-02-13T20:06:03Z
satijalab/seurat	278163919	235	ghoshal	closed	19	2017-11-30T15:34:27Z	2017-11-30T19:19:41Z	2019-11-21T21:14:50Z	2017-12-05T15:19:34Z
satijalab/seurat	277975384	234	LachlanMacdonald	closed	2	2017-11-30T02:19:09Z	2017-11-30T02:32:34Z	2017-11-30T02:52:34Z	2017-11-30T02:52:34Z
satijalab/seurat	277940178	233	pbrazda	closed	3	2017-11-29T23:05:15Z	2017-11-29T23:22:40Z	2017-11-30T20:36:23Z	2017-11-30T20:36:23Z
satijalab/seurat	277903856	232	del2007	closed	1	2017-11-29T20:56:59Z	2017-11-29T22:10:20Z	2017-12-18T12:38:58Z	2017-12-18T12:38:58Z
satijalab/seurat	277885273	231	ghoshal	closed	4	2017-11-29T19:53:47Z	2017-11-29T20:34:14Z	2017-11-29T21:37:57Z	2017-11-29T21:37:57Z
satijalab/seurat	277322040	230	josegarciamanteiga	closed	2	2017-11-28T09:56:57Z	2017-11-29T16:07:30Z	2017-11-29T16:13:28Z	2017-11-29T16:07:30Z
satijalab/seurat	277161518	228	Gorman222	closed	3	2017-11-27T20:40:44Z	2017-11-27T22:08:33Z	2017-11-28T12:53:43Z	2017-11-28T12:53:43Z
satijalab/seurat	277151109	227	dat4git	closed	3	2017-11-27T20:05:56Z	2017-11-28T03:32:46Z	2018-01-26T20:24:13Z	2018-01-26T20:24:13Z
satijalab/seurat	276478591	225	ghoshal	closed	21	2017-11-23T22:12:57Z	2017-11-24T16:18:38Z	2017-11-29T20:28:08Z	2017-11-28T22:11:52Z
satijalab/seurat	276459884	224	odagliyan	closed	9	2017-11-23T19:28:47Z	2017-11-23T19:37:24Z	2020-03-20T09:09:46Z	2017-12-01T00:57:05Z
satijalab/seurat	276443397	223	ghoshal	closed	7	2017-11-23T17:33:03Z	2017-11-23T17:47:32Z	2018-03-23T14:03:03Z	2017-11-23T20:53:48Z
satijalab/seurat	274976039	222	rohan913	closed	1	2017-11-17T19:44:44Z	2017-11-22T02:19:49Z	2017-11-22T02:19:49Z	2017-11-22T02:19:49Z
satijalab/seurat	274911262	221	FloWuenne	closed	3	2017-11-17T15:58:05Z	2017-11-17T23:25:35Z	2017-11-22T02:22:27Z	2017-11-22T02:22:27Z
satijalab/seurat	274903345	220	FloWuenne	closed	3	2017-11-17T15:36:13Z	2017-11-30T22:14:26Z	2017-12-04T20:13:26Z	2017-12-04T20:13:26Z
satijalab/seurat	274715896	219	del2007	closed	1	2017-11-17T00:52:07Z	2017-11-22T02:22:18Z	2017-11-22T02:22:18Z	2017-11-22T02:22:18Z
satijalab/seurat	274713779	218	del2007	closed	2	2017-11-17T00:39:45Z	2017-11-17T07:28:52Z	2017-11-22T02:22:34Z	2017-11-22T02:22:34Z
satijalab/seurat	274553379	217	yasinkaymaz	closed	1	2017-11-16T15:19:37Z	2017-11-22T02:23:28Z	2017-11-22T02:23:28Z	2017-11-22T02:23:28Z
satijalab/seurat	274491664	216	khandarius	closed	1	2017-11-16T12:01:11Z	2017-11-22T02:29:26Z	2017-11-22T02:29:26Z	2017-11-22T02:29:26Z
satijalab/seurat	274400925	215	wen-zhou-caltech	closed	2	2017-11-16T05:41:41Z	2017-11-27T19:14:43Z	2019-06-07T23:06:30Z	2017-12-01T00:57:37Z
satijalab/seurat	273532296	214	andrewhill157	closed	2	2017-11-13T18:33:17Z	2017-11-13T21:21:30Z	2018-01-26T20:28:22Z	2018-01-26T20:28:22Z
satijalab/seurat	273029906	213	bioryguy	closed	1	2017-11-10T19:08:53Z	2018-01-26T23:41:37Z	2018-01-26T23:41:37Z	2018-01-26T23:41:37Z
satijalab/seurat	272811254	212	guilhermesena1	closed	5	2017-11-10T03:46:28Z	2017-11-22T02:26:26Z	2017-12-15T00:12:34Z	2017-11-22T02:26:26Z
satijalab/seurat	272659733	211	biounix	closed	1	2017-11-09T17:50:46Z	2017-11-10T14:41:58Z	2017-11-10T14:42:16Z	2017-11-10T14:41:58Z
satijalab/seurat	272567080	210	baracus37	closed	3	2017-11-09T13:39:12Z	2018-04-27T19:57:49Z	2018-09-26T05:52:46Z	2018-09-22T05:03:34Z
satijalab/seurat	272290874	209	biounix	closed	13	2017-11-08T17:52:58Z	2017-11-08T19:54:58Z	2019-02-22T19:15:12Z	2017-11-08T19:54:58Z
satijalab/seurat	271918120	208	lilycanfly	closed	3	2017-11-07T17:29:51Z	2017-11-08T15:39:04Z	2017-11-22T02:28:25Z	2017-11-22T02:28:24Z
satijalab/seurat	271676140	207	YushG	closed	1	2017-11-07T01:09:16Z	2017-11-08T15:37:30Z	2017-11-22T02:28:33Z	2017-11-22T02:28:33Z
satijalab/seurat	271608862	206	olgabot	closed	6	2017-11-06T20:26:11Z	2017-11-06T20:34:59Z	2017-11-14T15:39:05Z	2017-11-14T15:39:05Z
satijalab/seurat	271553609	205	bioryguy	closed	2	2017-11-06T17:17:59Z	2017-11-08T15:43:58Z	2017-11-09T20:24:05Z	2017-11-09T20:24:05Z
satijalab/seurat	271538440	204	Gorman222	closed	2	2017-11-06T16:34:17Z	2017-11-06T16:54:44Z	2017-11-06T17:01:57Z	2017-11-06T16:39:22Z
satijalab/seurat	271298360	203	dylanmr	closed	3	2017-11-05T17:35:49Z	2017-11-06T13:52:14Z	2018-03-22T19:55:47Z	2018-03-22T19:55:47Z
satijalab/seurat	271150608	202	yueqiw	closed	1	2017-11-04T00:17:23Z	2017-12-15T17:11:51Z	2017-12-15T17:11:51Z	2017-12-15T17:11:51Z
satijalab/seurat	269745536	200	rohan913	closed	1	2017-10-30T20:37:36Z	2017-11-03T14:42:13Z	2017-11-03T14:42:14Z	2017-11-03T14:42:14Z
satijalab/seurat	269449493	199	AndyR2	closed	15	2017-10-29T23:51:14Z	2017-10-30T07:10:57Z	2017-12-22T02:53:36Z	2017-11-03T14:45:38Z
satijalab/seurat	269424407	198	mukundvarma	closed	1	2017-10-29T18:53:12Z	2017-11-03T14:40:41Z	2017-11-03T14:40:41Z	2017-11-03T14:40:41Z
satijalab/seurat	269214825	197	b-dawes	closed	3	2017-10-27T19:43:44Z	2017-10-27T20:02:36Z	2017-10-31T20:13:41Z	2017-10-27T20:02:36Z
satijalab/seurat	269205433	196	batson	closed	1	2017-10-27T19:05:27Z	2017-11-03T14:34:40Z	2017-11-03T14:34:40Z	2017-11-03T14:34:40Z
satijalab/seurat	269186007	195	batson	closed	1	2017-10-27T17:50:56Z	2017-11-03T14:38:03Z	2017-11-03T14:38:04Z	2017-11-03T14:38:03Z
satijalab/seurat	268972060	194	yewero	closed	2	2017-10-27T02:46:55Z	2017-11-03T14:36:35Z	2017-11-06T16:24:51Z	2017-11-03T14:36:35Z
satijalab/seurat	268929721	193	dhb2128	closed	6	2017-10-26T22:19:00Z	2017-11-02T22:45:20Z	2018-06-27T14:37:55Z	2017-11-03T14:51:30Z
satijalab/seurat	268440755	192	dat4git	closed	1	2017-10-25T15:23:05Z	2017-10-25T22:50:51Z	2017-10-25T22:50:51Z	2017-10-25T22:50:51Z
satijalab/seurat	268367778	191	CodeInTheSkies	closed	4	2017-10-25T11:50:25Z	2017-10-25T22:52:11Z	2020-08-06T14:12:20Z	2017-10-25T22:52:11Z
satijalab/seurat	268366790	190	Esbertrand	closed	1	2017-10-25T11:46:47Z	2017-10-25T22:53:17Z	2017-10-25T22:53:17Z	2017-10-25T22:53:17Z
satijalab/seurat	267825616	188	b-dawes	closed	0	2017-10-23T21:36:35Z	2017-10-25T22:53:26Z	2017-10-25T22:53:26Z	2017-10-25T22:53:26Z
satijalab/seurat	267530480	187	igordot	closed	1	2017-10-23T03:20:21Z	2017-10-25T22:54:42Z	2017-10-25T22:54:42Z	2017-10-25T22:54:42Z
satijalab/seurat	267334157	186	igordot	closed	2	2017-10-21T00:07:56Z	2017-10-21T16:04:08Z	2017-10-25T23:15:02Z	2017-10-25T23:15:02Z
satijalab/seurat	267256291	185	dmoaks	closed	5	2017-10-20T17:58:33Z	2017-10-20T19:21:19Z	2020-09-11T06:29:38Z	2017-10-26T03:01:28Z
satijalab/seurat	267224840	184	thbin	closed	3	2017-10-20T16:04:09Z	2017-10-20T21:56:08Z	2017-10-30T01:25:53Z	2017-10-26T03:01:38Z
satijalab/seurat	266705923	183	yewero	closed	2	2017-10-19T03:02:52Z	2017-10-19T20:03:22Z	2017-10-27T02:42:20Z	2017-10-27T02:42:20Z
satijalab/seurat	266270721	182	b-dawes	closed	2	2017-10-17T20:39:45Z	2017-10-18T15:27:24Z	2017-10-18T18:01:06Z	2017-10-18T15:27:24Z
satijalab/seurat	266241416	181	sudhirthakurela	closed	1	2017-10-17T19:02:37Z	2017-10-17T19:38:52Z	2017-10-17T21:58:01Z	2017-10-17T19:38:53Z
satijalab/seurat	265902108	179	amr15	closed	7	2017-10-16T20:18:19Z	2017-11-16T12:56:54Z	2020-09-24T11:41:49Z	2018-01-15T17:30:25Z
satijalab/seurat	265544982	177	yueqiw	closed	3	2017-10-15T04:28:23Z	2017-10-18T16:22:33Z	2018-03-01T23:36:19Z	2018-03-01T23:36:19Z
satijalab/seurat	265293133	176	zacharylau10	closed	2	2017-10-13T13:41:24Z	2017-11-03T14:30:44Z	2017-12-14T01:19:08Z	2017-11-03T14:30:44Z
satijalab/seurat	265010761	175	CodeInTheSkies	closed	2	2017-10-12T16:44:19Z	2017-10-12T19:39:06Z	2017-10-18T18:31:20Z	2017-10-18T18:31:19Z
satijalab/seurat	264999223	174	lilycanfly	closed	1	2017-10-12T16:06:36Z	2017-10-12T19:49:34Z	2017-10-12T19:49:34Z	2017-10-12T19:49:34Z
satijalab/seurat	263562472	173	DivyanshAgarwal	closed	2	2017-10-06T20:27:35Z	2017-10-06T21:55:06Z	2017-10-07T01:32:42Z	2017-10-07T01:32:42Z
satijalab/seurat	263134499	172	lilycanfly	closed	2	2017-10-05T13:56:05Z	2017-10-05T14:02:43Z	2017-10-12T19:49:54Z	2017-10-12T19:49:54Z
satijalab/seurat	262241225	171	sudhirthakurela	closed	5	2017-10-02T21:55:29Z	2017-10-04T13:02:06Z	2020-07-27T18:42:59Z	2017-10-04T13:02:06Z
satijalab/seurat	261271807	170	mashranga	closed	1	2017-09-28T10:39:22Z	2017-09-30T18:37:14Z	2017-11-22T02:32:51Z	2017-11-22T02:32:51Z
satijalab/seurat	260513959	169	r-wegmann	closed	2	2017-09-26T07:05:50Z	2017-09-27T15:22:42Z	2017-09-28T07:05:51Z	2017-09-28T07:05:51Z
satijalab/seurat	260349374	168	guest-zhoupc	closed	1	2017-09-25T17:08:10Z	2018-09-05T08:04:36Z	2018-09-05T08:04:36Z	2017-10-06T16:34:55Z
satijalab/seurat	260016018	167	dnehar	closed	2	2017-09-23T15:39:40Z	2017-09-24T20:32:21Z	2017-09-29T12:38:16Z	2017-09-29T12:38:16Z
satijalab/seurat	259834179	166	dnehar	closed	2	2017-09-22T14:31:57Z	2017-09-22T14:57:46Z	2017-09-24T20:32:29Z	2017-09-24T20:32:29Z
satijalab/seurat	259562351	165	diazdc	closed	1	2017-09-21T16:47:46Z	2017-09-22T12:54:25Z	2017-09-22T12:54:25Z	2017-09-22T12:54:25Z
satijalab/seurat	259547315	164	amisharin	closed	1	2017-09-21T15:57:44Z	2017-09-22T12:55:14Z	2017-09-22T12:55:14Z	2017-09-22T12:55:14Z
satijalab/seurat	258948807	163	ericvaughn11	closed	1	2017-09-19T20:12:17Z	2017-09-22T19:07:31Z	2017-11-22T02:33:57Z	2017-11-22T02:33:57Z
satijalab/seurat	257136134	162	calvinhuapeng	closed	1	2017-09-12T18:17:37Z	2017-09-13T14:06:26Z	2017-09-13T14:06:26Z	2017-09-13T14:06:26Z
satijalab/seurat	257071296	161	whitleyo	closed	3	2017-09-12T14:49:01Z	2017-09-12T22:46:11Z	2017-12-29T19:52:20Z	2017-09-12T22:46:12Z
satijalab/seurat	257058607	160	whitleyo	closed	1	2017-09-12T14:14:05Z	2017-09-12T22:42:10Z	2017-09-12T22:42:10Z	2017-09-12T22:42:10Z
satijalab/seurat	256933726	159	rmtsoa	closed	2	2017-09-12T06:40:11Z	2017-09-12T22:40:26Z	2017-09-12T23:12:06Z	2017-09-12T22:40:26Z
satijalab/seurat	256745051	158	ghoshal	closed	2	2017-09-11T15:30:17Z	2017-09-12T22:38:07Z	2017-11-23T21:41:08Z	2017-09-12T22:38:07Z
satijalab/seurat	256645202	157	tallulandrews	closed	3	2017-09-11T09:54:04Z	2017-09-12T22:37:01Z	2017-09-22T12:55:29Z	2017-09-22T12:55:29Z
satijalab/seurat	256529568	156	mheskett	closed	1	2017-09-10T18:28:54Z	2017-09-11T21:59:45Z	2017-09-11T21:59:45Z	2017-09-11T21:59:45Z
satijalab/seurat	256173242	155	alex20170908	closed	1	2017-09-08T08:07:22Z	2017-09-12T22:34:53Z	2017-09-12T22:34:53Z	2017-09-12T22:34:53Z
satijalab/seurat	256080395	154	alexvnesta	closed	1	2017-09-07T21:47:08Z	2017-10-18T17:44:15Z	2017-10-20T16:44:44Z	2017-10-20T16:44:44Z
satijalab/seurat	255962794	153	ghoshal	closed	2	2017-09-07T14:46:32Z	2017-09-11T14:19:03Z	2017-09-11T14:47:35Z	2017-09-11T14:47:35Z
satijalab/seurat	255907248	152	sebastiangornik	closed	1	2017-09-07T11:37:38Z	2017-09-12T22:32:37Z	2017-09-12T22:32:37Z	2017-09-12T22:32:37Z
satijalab/seurat	254710924	151	yanwu2014	closed	1	2017-09-01T17:56:27Z	2017-09-02T07:44:22Z	2018-02-13T19:47:13Z	2018-02-13T19:47:13Z
satijalab/seurat	254189767	150	brianjohnhaas	closed	2	2017-08-31T02:20:12Z	2017-09-01T16:07:11Z	2017-09-01T17:48:19Z	2017-09-01T16:07:11Z
satijalab/seurat	253807952	149	brianjohnhaas	closed	3	2017-08-29T21:18:59Z	2017-08-29T21:26:19Z	2017-10-18T17:55:46Z	2017-10-18T17:55:46Z
satijalab/seurat	253718365	148	brianjohnhaas	closed	2	2017-08-29T16:00:05Z	2017-09-12T22:31:29Z	2017-10-18T18:17:48Z	2017-10-18T18:17:48Z
satijalab/seurat	253653410	147	brianjohnhaas	closed	6	2017-08-29T13:09:06Z	2017-09-12T22:31:00Z	2019-03-01T15:44:22Z	2018-01-26T20:32:58Z
satijalab/seurat	253632152	146	brianjohnhaas	closed	2	2017-08-29T12:04:25Z	2017-09-12T22:28:53Z	2017-10-12T21:13:46Z	2017-10-12T21:13:46Z
satijalab/seurat	253355936	145	brianjohnhaas	closed	1	2017-08-28T14:56:58Z	2017-08-28T21:46:37Z	2017-10-18T18:02:38Z	2017-10-18T18:02:38Z
satijalab/seurat	253355297	144	brianjohnhaas	closed	3	2017-08-28T14:55:04Z	2017-08-28T21:42:14Z	2017-10-18T17:56:41Z	2017-10-18T17:56:41Z
satijalab/seurat	253099417	143	ericvon11	closed	3	2017-08-26T15:02:52Z	2017-11-10T23:00:50Z	2018-07-04T16:54:06Z	2017-09-20T15:55:38Z
satijalab/seurat	253006508	142	symbiologist	closed	2	2017-08-25T20:13:13Z	2017-08-25T20:34:05Z	2017-08-28T21:37:16Z	2017-08-28T21:37:16Z
satijalab/seurat	252986890	141	ericvon11	closed	1	2017-08-25T18:43:16Z	2017-08-26T14:28:24Z	2017-08-26T14:28:24Z	2017-08-26T14:28:24Z
satijalab/seurat	252751990	139	mitul-patel	closed	8	2017-08-24T22:44:29Z	2017-08-25T20:45:00Z	2017-08-28T21:37:06Z	2017-08-28T21:37:06Z
satijalab/seurat	252368320	138	symbiologist	closed	6	2017-08-23T18:05:23Z	2017-08-23T23:58:18Z	2018-11-14T03:35:11Z	2017-11-22T02:28:49Z
satijalab/seurat	252174030	137	rmtsoa	closed	2	2017-08-23T06:28:00Z	2017-08-23T17:52:12Z	2017-10-18T18:02:16Z	2017-10-18T18:02:16Z
satijalab/seurat	251753741	136	muktad	closed	1	2017-08-21T19:52:24Z	2017-08-22T17:08:23Z	2017-08-22T17:08:23Z	2017-08-22T17:08:23Z
satijalab/seurat	251185634	135	jprestonnn	closed	4	2017-08-18T09:11:33Z	2017-08-18T13:15:56Z	2018-01-25T16:49:14Z	2017-08-19T06:18:37Z
satijalab/seurat	251079265	134	mkarikom	closed	2	2017-08-17T21:35:15Z	2017-08-18T13:45:07Z	2018-03-01T23:37:46Z	2018-03-01T23:37:46Z
satijalab/seurat	251027434	133	CodeInTheSkies	closed	1	2017-08-17T18:11:45Z	2017-08-23T03:18:03Z	2017-08-23T03:18:03Z	2017-08-23T03:18:03Z
satijalab/seurat	250696184	131	Fore7630	closed	1	2017-08-16T17:06:00Z	2017-08-16T17:47:48Z	2017-08-18T13:36:25Z	2017-08-18T13:36:25Z
satijalab/seurat	250668995	130	itsyogeshd	closed	4	2017-08-16T15:30:44Z	2017-08-16T15:54:14Z	2017-08-18T15:18:54Z	2017-08-18T15:18:54Z
satijalab/seurat	249743849	128	jdai265	closed	1	2017-08-11T20:47:46Z	2017-08-11T22:02:09Z	2017-08-22T15:33:43Z	2017-08-22T15:33:43Z
satijalab/seurat	249438568	127	kathirij	closed	14	2017-08-10T18:38:46Z	2017-08-11T08:56:10Z	2020-03-25T21:03:07Z	2017-11-02T22:52:08Z
satijalab/seurat	249432120	126	olhakholod	closed	1	2017-08-10T18:14:40Z	2017-08-10T22:35:08Z	2017-08-10T22:35:08Z	2017-08-10T22:35:08Z
satijalab/seurat	249410928	125	mkarikom	closed	4	2017-08-10T16:51:55Z	2017-08-11T13:35:40Z	2017-10-18T18:01:10Z	2017-10-18T18:01:10Z
satijalab/seurat	249113038	124	ghoshal	closed	7	2017-08-09T18:01:33Z	2017-08-09T21:01:43Z	2018-06-29T13:38:59Z	2017-11-22T02:30:54Z
satijalab/seurat	248182712	123	shengyongniu	closed	3	2017-08-05T12:30:22Z	2017-08-05T13:29:57Z	2017-08-06T07:56:56Z	2017-08-05T16:56:56Z
satijalab/seurat	247817676	122	agelber	closed	1	2017-08-03T19:55:16Z	2017-08-03T23:25:44Z	2017-08-03T23:25:44Z	2017-08-03T23:25:44Z
satijalab/seurat	247765561	121	rpeys	closed	1	2017-08-03T16:34:22Z	2017-08-03T17:14:52Z	2018-05-21T05:06:11Z	2017-08-03T17:17:56Z
satijalab/seurat	247565867	120	wen-zhou-caltech	closed	3	2017-08-03T01:17:13Z	2017-08-11T13:38:48Z	2018-03-22T19:53:44Z	2018-03-22T19:53:44Z
satijalab/seurat	247526082	119	muktad	closed	1	2017-08-02T21:21:21Z	2017-08-02T23:36:27Z	2017-08-02T23:36:27Z	2017-08-02T23:36:27Z
satijalab/seurat	247519830	118	farnsworthd	closed	0	2017-08-02T20:57:21Z	2017-08-02T21:42:31Z	2017-08-02T21:42:31Z	2017-08-02T21:42:31Z
satijalab/seurat	247482550	117	efheuston	closed	1	2017-08-02T18:35:17Z	2017-08-02T23:35:44Z	2017-08-02T23:35:44Z	2017-08-02T23:35:44Z
satijalab/seurat	247440920	116	ghoshal	closed	1	2017-08-02T16:03:57Z	2017-08-02T23:38:54Z	2017-08-02T23:38:54Z	2017-08-02T23:38:54Z
satijalab/seurat	247272219	115	amisharin	closed	1	2017-08-02T04:47:53Z	2017-08-02T14:41:01Z	2017-08-02T23:41:30Z	2017-08-02T14:41:01Z
satijalab/seurat	247269048	114	amisharin	closed	2	2017-08-02T04:19:13Z	2017-08-02T06:35:18Z	2017-08-02T08:40:05Z	2017-08-02T08:40:05Z
satijalab/seurat	247229154	113	muktad	closed	4	2017-08-01T23:14:20Z	2017-08-01T23:56:20Z	2017-08-02T17:17:19Z	2017-08-02T02:21:52Z
satijalab/seurat	247212980	112	billytcl	closed	1	2017-08-01T21:52:11Z	2017-08-01T22:08:56Z	2017-08-01T22:08:56Z	2017-08-01T22:08:56Z
satijalab/seurat	247187494	111	mjsteinbaugh	closed	4	2017-08-01T20:14:47Z	2017-08-01T22:08:13Z	2017-08-08T19:39:02Z	2017-08-08T19:39:02Z
satijalab/seurat	246894383	110	muktad	closed	1	2017-07-31T21:47:19Z	2017-08-01T23:08:31Z	2017-08-01T23:08:31Z	2017-08-01T23:08:31Z
satijalab/seurat	246861746	109	rvalieris	closed	5	2017-07-31T19:40:36Z	2017-08-01T21:48:27Z	2020-08-27T09:22:59Z	2017-08-07T13:50:58Z
satijalab/seurat	246854944	108	FloWuenne	closed	3	2017-07-31T19:13:47Z	2017-08-01T13:58:03Z	2017-08-07T20:08:12Z	2017-08-07T20:08:12Z
satijalab/seurat	246627521	107	djchin25	closed	4	2017-07-31T02:09:44Z	2017-07-31T02:25:15Z	2017-11-22T02:32:09Z	2017-11-22T02:32:09Z
satijalab/seurat	246574253	106	MichelNivard	closed	8	2017-07-30T09:55:19Z	2017-07-31T02:28:12Z	2017-10-18T18:00:07Z	2017-10-18T18:00:07Z
satijalab/seurat	246560876	105	shengyongniu	closed	2	2017-07-30T04:00:40Z	2018-01-16T19:37:59Z	2018-01-26T20:31:35Z	2018-01-26T20:31:35Z
satijalab/seurat	246556091	104	ericvon11	closed	8	2017-07-30T01:34:50Z	2017-07-30T03:10:54Z	2018-07-03T05:50:03Z	2017-07-30T17:10:58Z
satijalab/seurat	246499687	103	shengyongniu	closed	4	2017-07-29T05:03:30Z	2017-07-30T03:08:44Z	2017-08-07T20:08:39Z	2017-08-07T20:08:39Z
satijalab/seurat	246040251	101	J-sara	closed	0	2017-07-27T13:30:49Z	2017-07-28T12:00:46Z	2017-07-28T12:00:46Z	2017-07-28T12:00:46Z
satijalab/seurat	245830612	100	gpmc55	closed	7	2017-07-26T19:35:19Z	2017-07-27T14:58:54Z	2017-07-28T22:17:23Z	2017-07-28T22:17:23Z
satijalab/seurat	245599193	99	yanwu2014	closed	3	2017-07-26T03:55:00Z	2017-07-27T15:00:20Z	2017-07-30T17:20:08Z	2017-07-30T17:20:08Z
satijalab/seurat	244809144	96	kathirij	closed	3	2017-07-22T00:02:40Z	2017-07-23T12:39:41Z	2020-06-10T00:52:46Z	2017-08-04T22:44:13Z
satijalab/seurat	244745130	95	mkarikom	closed	1	2017-07-21T18:15:47Z	2017-07-21T20:33:23Z	2017-07-21T20:33:41Z	2017-07-21T20:33:23Z
satijalab/seurat	241759086	94	rz2333	closed	2	2017-07-10T15:46:29Z	2017-07-27T15:01:58Z	2017-07-27T20:15:54Z	2017-07-27T20:15:54Z
satijalab/seurat	240928015	93	amisharin	closed	2	2017-07-06T11:36:22Z	2017-07-13T21:34:17Z	2017-11-22T02:35:48Z	2017-11-22T02:35:48Z
satijalab/seurat	240771322	92	calvinhuapeng	closed	9	2017-07-05T20:46:51Z	2017-07-07T18:56:21Z	2017-11-22T02:34:51Z	2017-11-22T02:34:51Z
satijalab/seurat	239315717	91	KerriganBlake	closed	3	2017-06-28T22:26:01Z	2017-06-29T18:34:10Z	2017-07-27T20:15:36Z	2017-07-27T20:15:36Z
satijalab/seurat	239201356	90	rpeys	closed	1	2017-06-28T15:22:00Z	2018-03-22T19:31:10Z	2018-03-22T19:31:10Z	2018-03-22T19:31:10Z
satijalab/seurat	238930943	89	khandarius	closed	1	2017-06-27T17:49:34Z	2017-06-29T18:24:34Z	2017-06-29T18:24:34Z	2017-06-29T18:24:34Z
satijalab/seurat	238689038	88	MasakoSuzuki	closed	1	2017-06-26T22:36:26Z	2017-07-02T00:48:42Z	2017-07-02T00:48:42Z	2017-07-02T00:48:42Z
satijalab/seurat	237649781	87	CodeInTheSkies	closed	3	2017-06-21T20:08:14Z	2017-06-29T18:19:06Z	2020-03-05T14:26:48Z	2017-06-29T18:19:06Z
satijalab/seurat	237647009	86	CodeInTheSkies	closed	3	2017-06-21T19:56:53Z	2017-06-22T22:05:13Z	2017-07-04T17:17:51Z	2017-07-02T00:44:49Z
satijalab/seurat	237344184	85	ahsen1402	closed	1	2017-06-20T21:01:51Z	2017-06-29T18:12:09Z	2017-06-29T18:12:09Z	2017-06-29T18:12:09Z
satijalab/seurat	237273506	84	ahsen1402	closed	1	2017-06-20T16:37:15Z	2017-06-29T18:08:41Z	2017-07-30T17:32:24Z	2017-07-30T17:32:24Z
satijalab/seurat	236518450	83	ericvon11	closed	4	2017-06-16T15:34:54Z	2017-06-16T17:34:56Z	2018-05-24T16:01:14Z	2017-07-30T17:31:24Z
satijalab/seurat	234254746	82	mukundvarma	closed	1	2017-06-07T15:43:23Z	2017-06-09T15:44:45Z	2017-07-27T18:57:37Z	2017-07-27T18:57:37Z
satijalab/seurat	232527836	81	mehc555	closed	2	2017-05-31T10:44:23Z	2017-06-02T10:01:53Z	2017-07-02T00:45:59Z	2017-07-02T00:45:59Z
satijalab/seurat	232265528	80	amisharin	closed	2	2017-05-30T14:08:45Z	2017-06-02T13:41:16Z	2017-06-02T16:35:53Z	2017-06-02T16:35:53Z
satijalab/seurat	231746033	79	amisharin	closed	1	2017-05-26T22:13:38Z	2017-05-27T16:31:27Z	2017-05-27T16:31:28Z	2017-05-27T16:31:27Z
satijalab/seurat	230612481	78	khandarius	closed	1	2017-05-23T07:33:55Z	2017-05-23T20:29:58Z	2017-05-23T20:29:58Z	2017-05-23T20:29:58Z
satijalab/seurat	230478811	77	kathirij	closed	5	2017-05-22T18:23:42Z	2017-05-23T20:28:48Z	2019-10-03T06:50:21Z	2017-05-23T20:28:48Z
satijalab/seurat	229752694	76	tjnitram	closed	1	2017-05-18T17:44:37Z	2017-05-23T20:19:43Z	2017-05-23T20:19:43Z	2017-05-23T20:19:43Z
satijalab/seurat	229521941	75	lazappi	closed	1	2017-05-18T00:19:10Z	2017-05-18T02:43:54Z	2017-05-18T02:43:55Z	2017-05-18T02:43:54Z
satijalab/seurat	228781731	74	CodeInTheSkies	closed	1	2017-05-15T17:09:30Z	2017-05-30T17:50:05Z	2017-07-02T00:47:59Z	2017-07-02T00:47:59Z
satijalab/seurat	228747087	73	amisharin	closed	1	2017-05-15T15:10:26Z	2017-05-23T20:40:48Z	2017-05-23T20:40:48Z	2017-05-23T20:40:48Z
satijalab/seurat	228396053	72	jprestonnn	closed	1	2017-05-12T20:12:00Z	2017-05-12T22:50:26Z	2017-05-12T22:50:26Z	2017-05-12T22:50:26Z
satijalab/seurat	228374846	71	CodeInTheSkies	closed	1	2017-05-12T18:41:00Z	2017-05-15T04:00:39Z	2017-05-15T04:00:39Z	2017-05-15T04:00:39Z
satijalab/seurat	228193852	70	psavas	closed	2	2017-05-12T05:46:59Z	2017-05-23T20:47:49Z	2017-05-23T20:47:49Z	2017-05-23T20:47:49Z
satijalab/seurat	227562373	69	IMvikings7	closed	2	2017-05-10T04:10:32Z	2018-01-26T20:33:21Z	2018-01-26T20:33:21Z	2018-01-26T20:33:21Z
satijalab/seurat	226590006	67	tomazberisa	closed	2	2017-05-05T14:26:01Z	2017-05-05T14:35:49Z	2017-05-05T16:35:08Z	2017-05-05T16:32:47Z
satijalab/seurat	226341301	66	CodeInTheSkies	closed	2	2017-05-04T16:41:50Z	2017-05-12T04:12:03Z	2017-07-02T00:47:42Z	2017-07-02T00:47:42Z
satijalab/seurat	225135451	65	b-dawes	closed	2	2017-04-28T16:47:47Z	2017-05-12T04:20:56Z	2017-07-27T15:54:21Z	2017-07-27T15:54:21Z
